Method,Start,End,Recombinant,Parent1,Parent2,Pvalue
Bootscan,2420,2600,01A1,B,BC,9.694527920950891e-05
Bootscan,4260,4400,01A1,B,BC,0.0005364491205591828
Bootscan,4740,4840,01A1,B,BC,0.0030260753877437234
Bootscan,6620,6820,01A1,B,BC,0.01330117790169342
Bootscan,100,480,01A1,B,BF1,0.023020227341821315
Bootscan,3560,3680,01A1,B,BF1,0.033600721649442465
Bootscan,4840,5020,01A1,B,BF1,0.004655081755372894
Bootscan,8340,8420,01A1,B,BF1,0.03741197270803531
Bootscan,2160,2340,01A1,B,BG,0.0006032345205061697
Bootscan,8220,8480,01A1,B,BG,0.02092503773001656
Bootscan,4240,4380,01A1,B,C,0.0037453618101741075
Bootscan,4740,4920,01A1,B,C,0.0008324125343904056
Bootscan,4600,4880,01A1,B,C2U,3.629659876832609e-09
Bootscan,4720,4920,01A1,B,CD,0.00010886870615793271
Bootscan,1380,1440,01A1,B,G,0.04608995443751305
Bootscan,4560,4800,01A1,B,J,3.682639367996288e-08
Bootscan,5540,5600,01A1,B,K,0.04161541054167314
Bootscan,5440,6000,01A1,B,cpx,7.132384357156368e-06
Bootscan,7740,8140,01A1,B,cpx,0.0008193459026504787
Bootscan,620,2560,01A1,01C,B.FR.83.HXBLAI_IIIB_BRU.K03455,7.911437018599434e-18
Bootscan,520,840,01A1,02A,B.FR.83.HXBLAI_IIIB_BRU.K03455,0.032108672971026195
Bootscan,2980,3980,01A1,02A,B.FR.83.HXBLAI_IIIB_BRU.K03455,3.7248446242209226e-11
Bootscan,4880,5060,01A1,02B,B.FR.83.HXBLAI_IIIB_BRU.K03455,0.005814308922762297
Bootscan,100,480,01A1,02G,B.FR.83.HXBLAI_IIIB_BRU.K03455,0.035971647995095855
Bootscan,1140,1320,01A1,02G,B.FR.83.HXBLAI_IIIB_BRU.K03455,0.005351326322741997
Bootscan,4280,4480,01A1,02G,B.FR.83.HXBLAI_IIIB_BRU.K03455,0.0016560488355066012
Bootscan,100,480,01A1,A1D,B.FR.83.HXBLAI_IIIB_BRU.K03455,0.03211498474223241
Bootscan,1640,1820,01A1,A1D,B.FR.83.HXBLAI_IIIB_BRU.K03455,0.04096968989432942
Bootscan,5520,5700,01A1,A1D,B.FR.83.HXBLAI_IIIB_BRU.K03455,7.066104350610733e-05
Bootscan,8660,8940,01A1,A1D,B.FR.83.HXBLAI_IIIB_BRU.K03455,0.0034492504063776967
Bootscan,100,480,01A1,A5U,B.FR.83.HXBLAI_IIIB_BRU.K03455,0.0027359750437232822
Bootscan,1320,1500,01A1,A5U,B.FR.83.HXBLAI_IIIB_BRU.K03455,9.352231505298706e-06
Bootscan,560,640,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BC,0.020335114569645703
Bootscan,2460,2600,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BC,0.00012727314412649252
Bootscan,4240,4440,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BC,4.0192039106785055e-05
Bootscan,100,500,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF,0.0008847342538980988
Bootscan,1360,1420,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF,0.00162222205431599
Bootscan,5520,5580,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF,0.007938793786866339
Bootscan,100,480,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF1,0.012516604324488048
Bootscan,1360,1420,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF1,0.007196169377654118
Bootscan,4860,5280,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF1,9.939398891474506e-06
Bootscan,260,760,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BG,0.011861989238257315
Bootscan,8200,8500,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BG,0.0008773195956912578
Bootscan,8700,9060,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BG,0.006297684141416123
Bootscan,540,640,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,C,0.004689485902146117
Bootscan,2460,2580,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,C,0.0008860328660833004
Bootscan,4240,4440,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,C,0.00042477283115066236
Bootscan,2860,2920,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,C2U,0.008728221662799124
Bootscan,3360,3440,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,C2U,0.04975615347191988
Bootscan,4300,4420,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,C2U,0.016101799313750182
Bootscan,8920,9040,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,C2U,0.031204133537858173
Bootscan,280,600,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,CD,0.013877052676689655
Bootscan,4720,4880,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,CD,3.770316070245534e-06
Bootscan,7420,7540,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,CD,0.006001062137802617
Bootscan,7440,7540,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,D,0.01246138125831449
Bootscan,5420,5580,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,DF,1.117717354270493e-05
Bootscan,5960,6040,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,DF,0.038471804738564604
Bootscan,1360,1420,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,F1,0.007784882644920393
Bootscan,7840,7980,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,F1,0.042932397640591376
Bootscan,1360,1420,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,F2,0.019173631225039733
Bootscan,4620,4820,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,F2,1.2397999485678702e-07
Bootscan,3120,3180,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,H,0.015125310862187855
Bootscan,5980,6020,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,H,0.04806593899468908
Bootscan,6420,6700,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,H,0.003553306402833234
Bootscan,6920,7280,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,H,0.0006788507559316659
Bootscan,7720,7900,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,H,5.63137823272449e-07
Bootscan,4240,4360,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,K,0.003762502444986251
Bootscan,8880,9080,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,K,0.04878226357593463
Bootscan,260,540,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,L,0.023687001210778876
Bootscan,1920,2100,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,L,0.045388425942835965
Bootscan,4240,4500,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,L,2.0948350590081085e-05
Bootscan,8340,8420,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,L,0.02541508425600277
Bootscan,8940,8980,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,L,0.0344204963625296
Bootscan,340,1820,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,cpx,1.2215952308287172e-05
Bootscan,7720,8140,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,cpx,6.625222843913923e-05
Bootscan,3300,3880,01A1,01C,BC,7.298681783954847e-09
Bootscan,8360,8920,01A1,01C,BC,0.029532474654787103
Bootscan,2960,3940,01A1,02A,BC,7.597491656499084e-07
Bootscan,4280,4420,01A1,02A,BC,0.010101969706022798
