Method,Start,End,Recombinant,Parent1,Parent2,Pvalue
Rdp,1482,1632,01A1,02G,C2U,442682.7999999996
Rdp,5540,5558,01A1,02G,C2U,3689023.3333333265
Rdp,7981,8294,01A1,02G,C2U,212148.30670926478
Rdp,7583,8279,01A1,01C,A,95405.77586206883
Rdp,7899,8214,01A1,A,A5U,210801.33333333308
Rdp,3295,8202,01A1,A,AE,13532.182596290995
Rdp,3294,5480,01A1,01B,A1,30376.221408966074
Rdp,7528,8286,01A1,01C,A1,87602.1372031662
Rdp,7942,8214,01A1,A1,A5U,244126.54411764687
Rdp,8128,8177,01A1,A1,cpx,1355151.4285714265
Rdp,2580,3063,01A1,01C,A1D,137479.1304347825
Rdp,3160,3172,01A1,01C,A1D,5533534.999999995
Rdp,3336,3951,01A1,01C,A1D,107971.41463414625
Rdp,6402,6405,01A1,01C,A1D,22134139.999999948
Rdp,6707,6911,01A1,01C,A1D,325502.0588235288
Rdp,19,146,01A1,02A,A1D,1.189631530221649e-161
Rdp,199,206,01A1,02A,A1D,9486060.000000004
Rdp,2553,2559,01A1,02A,A1D,11067069.999999993
Rdp,2808,2827,01A1,02A,A1D,3494864.2105263122
Rdp,3776,3873,01A1,02A,A1D,684561.0309278342
Rdp,6205,6309,01A1,02A,A1D,638484.807692307
Rdp,7416,7419,01A1,02A,A1D,22134139.999999948
Rdp,7472,7682,01A1,02A,A1D,316201.9999999994
Rdp,7777,7813,01A1,02A,A1D,1844511.6666666663
Rdp,8026,8128,01A1,02A,A1D,651004.1176470589
Rdp,1093,1488,01A1,02B,A1D,168107.39240506306
Rdp,5933,6014,01A1,02B,A1D,819782.9629629609
Rdp,6374,7326,01A1,02B,A1D,69750.44117647053
Rdp,205,206,01A1,A1D,C2U,66402419.999999925
Rdp,330,639,01A1,A1D,C2U,214894.5631067956
Rdp,4446,4625,01A1,A1D,C2U,370963.2402234633
Rdp,5077,5813,01A1,A1D,C2U,90220.67934782595
Rdp,6552,6557,01A1,A1D,C2U,13280483.999999994
Rdp,6663,7394,01A1,A1D,C2U,90837.78385772915
Rdp,7981,8317,01A1,A1D,C2U,197626.2499999998
Rdp,8160,8164,01A1,A1D,CPZ,16600604.999999978
Rdp,8263,8275,01A1,A1D,CPZ,5533534.999999995
Rdp,5522,5536,01A1,01B,A2,4743029.9999999935
Rdp,4471,5753,01A1,01C,A2,51795.95943837743
Rdp,244,330,01A1,02A,A2,772121.1627906971
Rdp,460,554,01A1,02A,A2,706408.7234042551
Rdp,2205,2933,01A1,02A,A2,91212.11538461527
Rdp,3172,3177,01A1,02A,A2,13280483.999999994
Rdp,3314,3315,01A1,02A,A2,66402419.999999925
Rdp,3627,3770,01A1,02A,A2,464352.587412587
Rdp,3805,3808,01A1,02A,A2,22134139.999999948
Rdp,8318,8319,01A1,02A,A2,66402419.999999925
Rdp,91,417,01A1,02B,A2,8.876231229021209e-218
Rdp,870,942,01A1,02B,A2,922255.8333333314
Rdp,359,360,01A1,02G,A2,66402419.999999925
Rdp,7777,8244,01A1,02G,A2,142189.33618843663
Rdp,236,244,01A1,A1D,A2,8300302.499999988
Rdp,272,903,01A1,A2,A5U,7.772019739260077e-199
Rdp,1358,1360,01A1,A2,A5U,33201210.00000002
Rdp,1623,1710,01A1,A2,A5U,763246.2068965508
Rdp,2093,2103,01A1,A2,A5U,6640241.999999985
Rdp,2357,2599,01A1,A2,A5U,274390.1652892558
Rdp,2729,2848,01A1,A2,A5U,558003.5294117634
Rdp,4436,5171,01A1,A2,A5U,90343.4285714284
Rdp,5478,5527,01A1,A2,A5U,1355151.4285714265
Rdp,5707,5753,01A1,A2,A5U,1443530.8695652157
Rdp,5855,5864,01A1,A2,A5U,7378046.666666653
Rdp,6165,6224,01A1,A2,A5U,1125464.7457627112
Rdp,7249,7407,01A1,A2,A5U,420268.48101265804
Rdp,7703,8010,01A1,A2,BG,216294.52768729624
Rdp,6406,7699,01A1,A2,C,51355.31322505795
Rdp,2571,7990,01A1,A2,CD,12253.629821000171
Rdp,8130,8322,01A1,A2,DF,345845.9374999996
Rdp,272,316,01A1,A2,G,1509145.9090909068
Rdp,534,728,01A1,A2,G,342280.5154639171
Rdp,6162,6534,01A1,A2,G,178501.12903225777
Rdp,8016,8286,01A1,A2,G,245934.88888888832
Rdp,7939,7944,01A1,A2,cpx,13280483.999999994
Rdp,4471,5708,01A1,01C,A2D,53680.21018593367
Rdp,297,327,01A1,02A,A2D,2213413.9999999963
Rdp,3284,3321,01A1,02A,A2D,1794659.9999999988
Rdp,3706,3774,01A1,02A,A2D,976506.1764705877
Rdp,4625,4942,01A1,02A,A2D,209471.35646687678
Rdp,5122,5435,01A1,02A,A2D,212148.30670926478
Rdp,185,225,01A1,02B,A2D,1660060.4999999988
Rdp,7586,7601,01A1,02G,A2D,4426827.999999993
Rdp,1164,2076,01A1,A2D,A5U,72809.67105263153
Rdp,5363,5430,01A1,A2D,A5U,991080.8955223882
Rdp,5664,5708,01A1,A2D,A5U,1509145.9090909068
Rdp,5855,5867,01A1,A2D,A5U,5533534.999999995
Rdp,5880,6083,01A1,A2D,A5U,327105.5172413793
Rdp,3318,5462,01A1,01B,A3,30971.27798507456
Rdp,5600,5606,01A1,01B,A3,11067069.999999993
Rdp,684,705,01A1,01C,A3,3162019.9999999977
Rdp,7471,8313,01A1,01C,A3,78862.73159144886
Rdp,7498,7674,01A1,02G,A3,377286.4772727273
Rdp,5087,5906,01A1,A3,AD,81077.43589743577
Rdp,5706,8017,01A1,A3,BF,28733.197749891784
Rdp,5462,8279,01A1,A3,C,23572.034078807228
Rdp,7976,8277,01A1,A3,C2U,220606.04651162773
Rdp,5804,8010,01A1,A3,F1,30100.825022665435
Rdp,5797,8021,01A1,A3,F2,29857.203237410034
Rdp,5804,8286,01A1,A3,G,26753.59387590652
Rdp,5721,7943,01A1,A3,H,29884.07740774075
Rdp,5794,8223,01A1,A3,J,27337.348703169966
Rdp,5804,8451,01A1,A3,K,25085.91613146955
Rdp,5768,8244,01A1,A3,cpx,26818.42487883677
Rdp,1209,1224,01A1,01C,A5U,4426827.999999993
Rdp,1391,1406,01A1,01C,A5U,4426827.999999993
Rdp,1747,1759,01A1,01C,A5U,5533534.999999995
Rdp,3175,3186,01A1,01C,A5U,6036583.636363628
Rdp,3573,3607,01A1,01C,A5U,1953012.3529411722
Rdp,3708,3759,01A1,01C,A5U,1302008.2352941155
Rdp,4356,4409,01A1,01C,A5U,1252875.8490566015
Rdp,6507,6545,01A1,01C,A5U,1747432.1052631561
Rdp,7478,8279,01A1,01C,A5U,82899.40074906354
Rdp,768,972,01A1,02A,A5U,325502.0588235288
Rdp,2209,3385,01A1,02A,A5U,56464.64285714279
Rdp,4210,4309,01A1,02A,A5U,670731.5151515139
Rdp,5252,5253,01A1,02A,A5U,66402419.999999925
Rdp,5413,5480,01A1,02A,A5U,991080.8955223882
Rdp,6048,6050,01A1,02A,A5U,33201210.00000002
Rdp,6112,6221,01A1,02A,A5U,609196.5137614673
Rdp,6355,6592,01A1,02A,A5U,280178.9873417717
Rdp,6694,6706,01A1,02A,A5U,5533534.999999995
Rdp,828,966,01A1,02B,A5U,481176.9565217388
Rdp,3222,3240,01A1,02B,A5U,3689023.3333333265
Rdp,4026,4414,01A1,02B,A5U,171140.25773195853
Rdp,4720,4729,01A1,02B,A5U,7378046.666666653
Rdp,4830,4842,01A1,02B,A5U,5533534.999999995
Rdp,5413,5429,01A1,02B,A5U,4150151.2499999935
Rdp,5466,5468,01A1,02B,A5U,33201210.00000002
Rdp,5516,5639,01A1,02B,A5U,539857.0731707318
Rdp,6256,6338,01A1,02B,A5U,809785.6097560972
Rdp,6694,7007,01A1,02B,A5U,212148.30670926478
Rdp,7712,7733,01A1,02B,A5U,3162019.9999999977
Rdp,473,477,01A1,02G,A5U,16600604.999999978
Rdp,2385,3381,01A1,02G,A5U,66669.0963855421
Rdp,4686,4842,01A1,02G,A5U,425656.53846153757
Rdp,5267,5269,01A1,02G,A5U,33201210.00000002
Rdp,5337,5465,01A1,02G,A5U,518768.90625
Rdp,5564,5657,01A1,02G,A5U,714004.5161290312
Rdp,6433,6450,01A1,02G,A5U,3906024.7058823514
Rdp,6562,6592,01A1,02G,A5U,2213413.9999999963
Rdp,7005,7133,01A1,02G,A5U,518768.90625
Rdp,7649,8164,01A1,02G,A5U,128936.7378640776
Rdp,398,435,01A1,A1D,A5U,1794659.9999999988
Rdp,1638,1881,01A1,A1D,A5U,273260.98765432095
Rdp,2205,2364,01A1,A1D,A5U,417625.2830188674
Rdp,3294,3342,01A1,A1D,A5U,1383383.7499999986
Rdp,4429,4435,01A1,A1D,A5U,11067069.999999993
Rdp,5664,5717,01A1,A1D,A5U,1252875.8490566015
Rdp,5822,5849,01A1,A1D,A5U,2459348.8888888857
Rdp,6044,6171,01A1,A1D,A5U,522853.700787401
Rdp,423,460,01A1,A5U,AD,1794659.9999999988
Rdp,1391,1410,01A1,A5U,AD,3494864.2105263122
Rdp,2508,3144,01A1,A5U,AD,104406.32075471684
Rdp,3438,3456,01A1,A5U,AD,3689023.3333333265
Rdp,3607,3615,01A1,A5U,AD,8300302.499999988
Rdp,4508,4522,01A1,A5U,AD,4743029.9999999935
Rdp,5920,7942,01A1,A5U,AD,32839.97032640942
Rdp,8033,8202,01A1,A5U,AD,392913.7278106508
Rdp,408,417,01A1,A5U,BF1,7378046.666666653
Rdp,5657,5707,01A1,A5U,BF1,1328048.399999998
Rdp,6522,6551,01A1,A5U,BF1,2289738.620689651
Rdp,7709,7730,01A1,A5U,BF1,3162019.9999999977
Rdp,184,542,01A1,A5U,C2U,3.895642910809116e-114
Rdp,3318,3342,01A1,A5U,C2U,2766767.4999999977
Rdp,5527,5537,01A1,A5U,C2U,6640241.999999985
Rdp,6407,6413,01A1,A5U,C2U,11067069.999999993
Rdp,6432,6463,01A1,A5U,C2U,2142013.5483870963
Rdp,7863,8200,01A1,A5U,C2U,197039.82195845677
Rdp,2052,5486,01A1,01B,A6,11009.187491168483
Rdp,1422,1424,01A1,01C,A6,33201210.00000002
Rdp,4456,5729,01A1,01C,A6,52162.15239591508
Rdp,5835,5841,01A1,01C,A6,11067069.999999993
Rdp,7473,8265,01A1,01C,A6,83841.43939393936
Rdp,7583,7703,01A1,02G,A6,553353.5
Rdp,236,279,01A1,A6,AD,1544242.3255813944
Rdp,1054,1099,01A1,A6,AD,1475609.3333333319
Rdp,3063,3066,01A1,A6,AD,22134139.999999948
Rdp,3786,3789,01A1,A6,AD,22134139.999999948
Rdp,4042,4170,01A1,A6,AD,518768.90625
Rdp,5395,7981,01A1,A6,BC,25677.656612528972
Rdp,7937,8277,01A1,A6,C,195301.23529411733
Rdp,5543,7227,01A1,A6,G,39431.36579572442
Rdp,8010,8277,01A1,A6,G,248698.2022471909
Rdp,5270,7483,01A1,A6,J,30005.612291007616
Rdp,5267,8438,01A1,A6,K,20940.52980132447
Rdp,8119,8250,01A1,A6,cpx,506888.70229007595
Rdp,1358,1384,01A1,01C,AD,2553939.2307692287
Rdp,2070,2082,01A1,01C,AD,5533534.999999995
Rdp,2178,2260,01A1,01C,AD,809785.6097560972
Rdp,2394,2409,01A1,01C,AD,4426827.999999993
Rdp,2615,2661,01A1,01C,AD,1443530.8695652157
Rdp,3175,3267,01A1,01C,AD,721765.4347826077
Rdp,3403,3466,01A1,01C,AD,1054006.6666666646
Rdp,4471,5189,01A1,01C,AD,92482.47910863493
Rdp,5481,5537,01A1,01C,AD,1185757.4999999981
Rdp,7542,8317,01A1,01C,AD,85680.54193548366
Rdp,365,740,01A1,02A,AD,176742.5077987971
Rdp,2082,2529,01A1,02A,AD,148551.275167785
Rdp,5911,5915,01A1,02A,AD,16600604.999999978
Rdp,7902,7935,01A1,02A,AD,2012194.545454544
Rdp,8094,8097,01A1,02A,AD,22134139.999999948
Rdp,8164,8202,01A1,02A,AD,1747432.1052631561
Rdp,2283,2502,01A1,02B,AD,303207.39726027386
Rdp,5449,5484,01A1,02B,AD,1897211.9999999988
Rdp,2115,2851,01A1,02G,AD,90220.67934782595
Rdp,3171,3172,01A1,02G,AD,66402419.999999925
Rdp,4267,4365,01A1,02G,AD,677575.7142857133
Rdp,4534,4956,01A1,02G,AD,157351.70616113735
Rdp,7875,8295,01A1,02G,AD,158100.99999999997
Rdp,570,630,01A1,A1D,AD,1106706.999999998
Rdp,2709,2724,01A1,A1D,AD,4426827.999999993
Rdp,3892,4867,01A1,A1D,AD,68105.04615384612
Rdp,5624,5651,01A1,A1D,AD,2459348.8888888857
Rdp,4773,4790,01A1,AD,BF1,3906024.7058823514
Rdp,7981,8317,01A1,AD,C2U,197626.2499999998
Rdp,8167,8190,01A1,AD,CPZ,2887061.7391304313
Rdp,7477,8232,01A1,01B,AG,87950.2251655628
Rdp,1374,2089,01A1,01C,AG,92870.5174825173
Rdp,3321,3783,01A1,01C,AG,143728.18181818168
Rdp,5481,5537,01A1,01C,AG,1185757.4999999981
Rdp,7237,8294,01A1,01C,AG,62821.589403973485
Rdp,8185,8264,01A1,A5U,AG,840536.9620253147
Rdp,6698,6713,01A1,AD,AG,4426827.999999993
Rdp,5811,7486,01A1,02A,B,39643.23582089545
Rdp,7616,8160,01A1,02A,B,122063.27205882344
Rdp,8128,8132,01A1,02B,B,16600604.999999978
Rdp,714,1425,01A1,02G,B,93392.99578059063
Rdp,8225,8241,01A1,02G,B,4150151.2499999935
Rdp,4815,4942,01A1,A1D,B,522853.700787401
Rdp,5624,5627,01A1,A1D,B,22134139.999999948
Rdp,6276,6642,01A1,A1D,B,181427.37704918036
Rdp,7980,8019,01A1,A1D,B,1702626.1538461505
Rdp,6788,7121,01A1,B,BC,199406.66666666642
Rdp,6298,6410,01A1,B,BF,592878.7500000001
Rdp,7007,7097,01A1,B,BF,737804.6666666658
Rdp,3261,3282,01A1,B,C,3162019.9999999977
Rdp,4797,4809,01A1,B,C,5533534.999999995
Rdp,5771,5783,01A1,B,C,5533534.999999995
Rdp,5933,5960,01A1,B,C,2459348.8888888857
Rdp,7139,7162,01A1,B,C,2887061.7391304313
Rdp,7533,7649,01A1,B,C,572434.6551724127
Rdp,7692,8271,01A1,B,C2U,114684.66321243516
Rdp,2472,2475,01A1,B,CD,22134139.999999948
Rdp,2661,2730,01A1,B,F1,962353.913043476
Rdp,3906,4074,01A1,B,F1,395252.4999999996
Rdp,4179,4185,01A1,B,F1,11067069.999999993
Rdp,7025,7125,01A1,B,F1,664024.1999999989
Rdp,34,90,01A1,B,F2,1.2675560082248834e-27
Rdp,1174,1251,01A1,B,F2,862369.0909090897
Rdp,3526,3681,01A1,B,F2,428402.7096774188
Rdp,3775,3778,01A1,B,F2,22134139.999999948
Rdp,4676,4699,01A1,B,F2,2887061.7391304313
Rdp,4770,4899,01A1,B,F2,514747.44186046417
Rdp,5822,5849,01A1,B,F2,2459348.8888888857
Rdp,6194,6410,01A1,B,F2,307418.61111111066
Rdp,6500,6510,01A1,B,F2,6640241.999999985
Rdp,7213,7227,01A1,B,F2,4743029.9999999935
Rdp,7309,7656,01A1,B,F2,191361.44092219012
Rdp,951,1387,01A1,B,H,152299.1284403668
Rdp,6223,6293,01A1,B,H,948605.9999999994
Rdp,975,1419,01A1,B,J,149554.99999999997
Rdp,3304,3385,01A1,B,J,819782.9629629609
Rdp,3486,3778,01A1,B,J,227405.5479452052
Rdp,543,1458,01A1,B,K,6.731763422963575e-114
Rdp,5822,5904,01A1,B,K,809785.6097560972
Rdp,6381,6383,01A1,B,K,33201210.00000002
Rdp,6734,7283,01A1,B,K,120951.58469945342
Rdp,1093,1129,01A1,B,L,1844511.6666666663
Rdp,2581,2599,01A1,B,L,3689023.3333333265
Rdp,2826,2827,01A1,B,L,66402419.999999925
Rdp,4487,4489,01A1,B,L,33201210.00000002
Rdp,4798,4809,01A1,B,L,6036583.636363628
Rdp,4935,5008,01A1,B,L,909622.1917808211
Rdp,5068,5070,01A1,B,L,33201210.00000002
Rdp,5429,5448,01A1,B,L,3494864.2105263122
Rdp,5627,5629,01A1,B,L,33201210.00000002
Rdp,5705,5761,01A1,B,L,1185757.4999999981
Rdp,6112,6119,01A1,B,L,9486060.000000004
Rdp,6557,6563,01A1,B,L,11067069.999999993
Rdp,1533,1548,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BC,4426827.999999993
Rdp,2724,2727,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BC,22134139.999999948
Rdp,3103,3114,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BC,6036583.636363628
Rdp,3258,4430,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BC,56657.35494880541
Rdp,6774,7697,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BC,71941.95016251355
Rdp,1090,1373,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF,234637.5265017665
Rdp,3655,3690,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF,1897211.9999999988
Rdp,3760,3772,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF,5533534.999999995
Rdp,4714,4725,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF,6036583.636363628
Rdp,4878,4881,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF,22134139.999999948
Rdp,1115,2838,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF1,4.226773367305515e-39
Rdp,4573,4579,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF1,11067069.999999993
Rdp,4625,4668,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF1,1544242.3255813944
Rdp,5107,5938,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF1,79906.64259927785
Rdp,6387,6512,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,BF1,531219.3599999987
Rdp,993,1035,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,C2U,1581009.9999999986
Rdp,1097,1141,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,CD,1509145.9090909068
Rdp,5787,5803,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,CD,4150151.2499999935
Rdp,5829,5843,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,CD,4743029.9999999935
Rdp,5982,6301,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,CD,208158.05642633227
Rdp,8170,8176,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,CPZ,11067069.999999993
Rdp,8256,8329,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,CPZ,909622.1917808211
Rdp,1093,1389,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,DF,224332.4999999998
Rdp,1080,1403,01A1,B.FR.83.HXBLAI_IIIB_BRU.K03455,F1,205580.24767801818
Rdp,5806,7412,01A1,02A,BC,41346.463262764584
Rdp,7830,7875,01A1,02A,BC,1475609.3333333319
Rdp,7645,7945,01A1,02B,BC,221341.39999999976
Rdp,7983,7999,01A1,02G,BC,4150151.2499999935
Rdp,6276,6707,01A1,A1D,BC,154065.93967517404
Rdp,7857,7937,01A1,A1D,BC,830030.2499999994
Rdp,5685,7759,01A1,A2D,BC,32016.595949855306
Rdp,624,949,01A1,BC,BF1,204315.13846153827
Rdp,1068,1616,01A1,BC,BF1,121172.29927007292
Rdp,1710,1713,01A1,BC,BF1,22134139.999999948
Rdp,5543,6077,01A1,BC,BG,124349.10112359522
Rdp,6176,6206,01A1,BC,BG,2213413.9999999963
Rdp,1173,4878,01A1,BC,C2U,6.379144773842176e-186
Rdp,1091,1164,01A1,BC,CD,909622.1917808211
Rdp,1209,1284,01A1,BC,CD,885365.5999999993
Rdp,1395,1404,01A1,BC,CD,7378046.666666653
Rdp,3304,3315,01A1,BC,CD,6036583.636363628
Rdp,3473,3498,01A1,BC,CD,2656096.799999996
Rdp,4468,4567,01A1,BC,CD,670731.5151515139
Rdp,4842,4858,01A1,BC,CD,4150151.2499999935
Rdp,4942,5243,01A1,BC,CD,220606.04651162773
Rdp,5741,6011,01A1,BC,CD,245934.88888888832
Rdp,7354,7442,01A1,BC,CD,754572.9545454534
Rdp,7555,7716,01A1,BC,CD,412437.3913043473
Rdp,5955,8131,01A1,02A,BF,30515.818014705852
Rdp,8271,8278,01A1,02B,BF,9486060.000000004
Rdp,7088,8079,01A1,02G,BF,67005.46922300696
Rdp,1424,4534,01A1,A1D,BF,4.917285526143427e-83
Rdp,4687,4699,01A1,A1D,BF,5533534.999999995
Rdp,5650,7805,01A1,A2D,BF,30813.187935034774
Rdp,6733,7140,01A1,BF,BG,163150.90909090897
Rdp,1550,2129,01A1,BF,C2U,114684.66321243516
Rdp,3873,3885,01A1,BF,C2U,5533534.999999995
Rdp,3918,4018,01A1,BF,C2U,664024.1999999989
Rdp,4855,5044,01A1,BF,C2U,351335.5555555551
Rdp,5899,5905,01A1,BF,C2U,11067069.999999993
Rdp,6685,6812,01A1,BF,C2U,522853.700787401
Rdp,7251,7343,01A1,BF,C2U,721765.4347826077
Rdp,6734,6825,01A1,01C,BF1,729696.9230769224
Rdp,1785,1903,01A1,02A,BF1,562732.3728813545
Rdp,4597,5191,01A1,02A,BF1,111788.58585858569
Rdp,5246,5249,01A1,02A,BF1,22134139.999999948
Rdp,5809,5821,01A1,02A,BF1,5533534.999999995
Rdp,8106,8131,01A1,02A,BF1,2656096.799999996
Rdp,8328,8332,01A1,02A,BF1,16600604.999999978
Rdp,1209,2086,01A1,02B,BF1,75715.41619156199
Rdp,7645,7691,01A1,02B,BF1,1443530.8695652157
Rdp,8265,8322,01A1,02B,BF1,1164954.7368421047
Rdp,1389,1410,01A1,A1D,BF1,3162019.9999999977
Rdp,4664,5044,01A1,A1D,BF1,174743.2105263154
Rdp,1012,1035,01A1,BF1,C2U,2887061.7391304313
Rdp,1488,1498,01A1,BF1,C2U,6640241.999999985
Rdp,2602,2613,01A1,BF1,C2U,6036583.636363628
Rdp,3806,4676,01A1,BF1,C2U,76324.62068965513
Rdp,4751,4773,01A1,BF1,C2U,3018291.818181814
Rdp,5079,5108,01A1,BF1,C2U,2289738.620689651
Rdp,5234,5256,01A1,BF1,C2U,3018291.818181814
Rdp,5310,5312,01A1,BF1,C2U,33201210.00000002
Rdp,5905,5919,01A1,BF1,C2U,4743029.9999999935
Rdp,5984,5986,01A1,BF1,C2U,33201210.00000002
Rdp,6180,6860,01A1,BF1,C2U,97650.61764705867
Rdp,7628,7656,01A1,BF1,C2U,2371514.9999999963
Rdp,8271,8280,01A1,BF1,CPZ,7378046.666666653
Rdp,8310,8317,01A1,02A,BG,9486060.000000004
Rdp,1471,3816,01A1,A1D,BG,8.468246777326877e-21
Rdp,4105,4173,01A1,A1D,BG,976506.1764705877
Rdp,7634,7840,01A1,A1D,BG,322341.8446601937
Rdp,5594,8046,01A1,A2D,BG,27080.92169657421
Rdp,99,132,01A1,BF1,BG,2012194.545454544
Rdp,5428,5431,01A1,BG,C2U,22134139.999999948
Rdp,5978,6180,01A1,BG,C2U,328724.8514851477
Rdp,5914,7193,01A1,02A,C,51917.45113369812
Rdp,7817,7847,01A1,02A,C,2213413.9999999963
Rdp,7970,7980,01A1,02A,C,6640241.999999985
Rdp,6368,7193,01A1,02B,C,80487.78181818174
Rdp,7775,8013,01A1,02B,C,279001.7647058822
Rdp,5583,5705,01A1,02G,C,544282.1311475397
Rdp,5797,5803,01A1,02G,C,11067069.999999993
Rdp,7410,7421,01A1,02G,C,6036583.636363628
Rdp,7988,8010,01A1,02G,C,3018291.818181814
Rdp,4657,5044,01A1,A1D,C,171582.48062015482
Rdp,5326,5337,01A1,A1D,C,6036583.636363628
Rdp,5445,5455,01A1,A1D,C,6640241.999999985
Rdp,5799,6240,01A1,A1D,C,150572.38095238092
Rdp,6302,6569,01A1,A1D,C,248698.2022471909
Rdp,7555,7828,01A1,A1D,C,243232.30769230763
Rdp,7938,7943,01A1,A1D,C,13280483.999999994
Rdp,7942,7945,01A1,A5U,C,22134139.999999948
Rdp,5717,7935,01A1,AD,C,29937.971145175758
Rdp,8058,8304,01A1,AG,C,269928.53658536536
Rdp,1068,1458,01A1,BF,C,170262.61538461517
Rdp,1537,1635,01A1,BF,C,677575.7142857133
Rdp,2100,2103,01A1,BF,C,22134139.999999948
Rdp,141,576,01A1,BF1,C,4.0425135450892996e-230
Rdp,1068,1387,01A1,BF1,C,208158.05642633227
Rdp,1643,1716,01A1,BF1,C,909622.1917808211
Rdp,2016,2022,01A1,BF1,C,11067069.999999993
Rdp,2826,2880,01A1,BG,C,1229674.4444444429
Rdp,6527,6530,01A1,BG,C,22134139.999999948
Rdp,7343,7398,01A1,BG,C,1207316.7272727245
Rdp,1412,7241,01A1,C,C2U,6.875907141172955e-29
